2 1.88698 1.87763 1.80041 1.73054 1.66553 1.64034 1.59615 1.49473 1.40077 1.27066 1.21654 1.18222 1.14019 1.12703 1.12061 1.02893 0.956753 0.912846 0.842082 0.812695 0.809118 0.701767 0.632496 0.606988 0.557719 0.550783 0.506264 0.48178 0.433622 0.423038 0.333314 0.328243 0.31052 0.298976 0.235487 0.154154 0.121722 0.0894761 0.0851945 0.0755291 0.0643058 0.0615028 0.0494482 0.0460927 0.0367652 0.0316585 0.0288236 0.0284891 0.0284784 0.0238387 0.0236029 0.02394 0.0235371 0.0218882 0.0192568 0.0160614 0.0151893 0.0178817 0.0158966 0.0153072 0.0150565 0.0177097 0.0176984 0.0178205 0.0149225 0.0157303 0.0123586 0.011872 0.0236965 0.0188914 0.0196415 0.0181903 0.0166827 0.0175918 0.0164024 0.0167816 0.017234 0.0154368 0.0147184 0.0143655 0.0181044 0.0173305 0.0157254 0.0157217 0.0154589 0.015989 0.0164814 0.0165132 0.0215059 0.0210489 0.0169118 0.0172072 0.0170218 0.0190554 0.0212303 0.0220151 0.0215883 0.0202984 0.0173946 
2 1.85203 1.77515 1.7642 1.59319 1.56085 1.49126 1.38439 1.29039 1.24326 1.17429 1.15751 1.12943 1.01842 0.979307 0.978927 0.952296 0.897546 0.685852 0.644496 0.587234 0.549398 0.491516 0.418946 0.345129 0.320203 0.308397 0.251589 0.198589 0.180217 0.146342 0.145338 0.136292 0.117118 0.105018 0.0944838 0.0897052 0.0885397 0.0853622 0.0852487 0.0581003 0.0544295 0.0531692 0.0497188 0.0474099 0.0447898 0.0413264 0.0379138 0.0305038 0.0261802 0.0246236 0.0194923 0.0193677 0.0195103 0.0177247 0.016074 0.0180405 0.0170105 0.0177988 0.0166929 0.0157219 0.0142988 0.0140421 0.0140828 0.0151629 0.0173691 0.0163226 0.0165651 0.017028 0.0176925 0.0173521 0.0176668 0.0158601 0.0159051 0.0182169 0.0211985 0.0172314 0.0143307 0.01121 0.0141405 0.0145589 0.0149866 0.0158592 0.0104585 0.0119433 0.0105164 0.0092057 0.0113531 0.00977639 0.0103232 0.0103007 0.0126427 0.0127668 0.0123665 0.012346 0.0143694 0.0142274 0.015015 0.0117898 0.0136427 
2 1.91893 1.891 1.84498 1.71044 1.6395 1.55663 1.38989 1.2971 1.27428 1.23901 1.10123 0.998747 0.708084 0.677213 0.652266 0.58893 0.504946 0.389751 0.302826 0.284175 0.256891 0.231895 0.207544 0.201249 0.191702 0.178949 0.168833 0.143151 0.128521 0.102704 0.0917614 0.0888711 0.0814675 0.0688004 0.0514188 0.0466935 0.0424668 0.0423382 0.0349198 0.0282301 0.0283356 0.0285673 0.0251559 0.0227059 0.0229368 0.0224304 0.0218217 0.0196591 0.0152058 0.0159369 0.015243 0.0148134 0.0151928 0.0173374 0.0134666 0.0123447 0.0128987 0.012936 0.01261 0.00922136 0.0096192 0.0145035 0.0146915 0.0147143 0.0153481 0.0153619 0.0159978 0.016722 0.0192176 0.0124987 0.012387 0.00979723 0.00982456 0.00765235 0.0131849 0.0134788 0.0168302 0.0145644 0.0140766 0.0173833 0.0146187 0.0143776 0.0138429 0.0138559 0.0139514 0.0144424 0.0123455 0.0132488 0.0130424 0.0118908 0.0128304 0.0096395 0.0117078 0.01176 0.0118041 0.00952076 0.0138303 0.0120943 0.0142546 
2 1.93634 1.82811 1.81229 1.79847 1.77954 1.76017 1.70417 1.67621 1.62431 1.59051 1.33834 1.18393 1.14979 1.12408 1.00837 0.941038 0.930838 0.819309 0.753817 0.733468 0.640274 0.526399 0.522553 0.362037 0.328591 0.167802 0.136539 0.0799249 0.074979 0.0634279 0.0540498 0.0508482 0.0437236 0.0395849 0.0399478 0.0385222 0.0315838 0.031657 0.0281171 0.0239108 0.0257147 0.013464 0.0116866 0.0115087 0.0120995 0.0124984 0.0130516 0.0120144 0.0162365 0.0162299 0.0204679 0.0178291 0.0157675 0.0211823 0.0214938 0.0190435 0.0157479 0.0105133 0.0114375 0.0125206 0.0152637 0.0154882 0.0161209 0.0193773 0.0208752 0.0215479 0.0216734 0.018658 0.0237902 0.0213351 0.0203346 0.0207673 0.0095302 0.0118276 0.0159849 0.0205403 0.0195529 0.0231883 0.0184986 0.0207189 0.0199759 0.0190058 0.0209761 0.0198786 0.017193 0.0171019 0.014018 0.0151682 0.0199842 0.0191101 0.0178877 0.0175553 0.0160912 0.0177994 0.0192709 0.0156126 0.0151889 0.0165491 0.0154538 
2 1.80683 1.71252 1.65208 1.63431 1.57959 1.57503 1.43216 1.38354 1.16715 1.15977 0.984396 0.858537 0.711688 0.668324 0.640852 0.57619 0.572336 0.553264 0.505404 0.41896 0.328723 0.320667 0.283078 0.279646 0.262565 0.24127 0.193403 0.178042 0.123956 0.118482 0.117082 0.10322 0.087 0.074785 0.0424556 0.0396124 0.0387621 0.0344855 0.0212016 0.0148683 0.011912 0.0131491 0.0132848 0.0147788 0.0136444 0.0163439 0.0193243 0.0233982 0.0233034 0.0165906 0.0161585 0.0151847 0.0170459 0.0175126 0.0170245 0.0163256 0.0164621 0.0177905 0.0179686 0.0179603 0.017445 0.0165598 0.0162404 0.0157064 0.0156755 0.0164578 0.0170409 0.0165132 0.0164134 0.0180858 0.0214655 0.0201143 0.0211297 0.023854 0.017517 0.017528 0.0175012 0.0170957 0.017041 0.0156738 0.0165309 0.0161808 0.0150528 0.0164674 0.0151455 0.0155224 0.0192505 0.0189618 0.0191188 0.019685 0.023536 0.0240472 0.0258817 0.0234504 0.0242416 0.0225408 0.0238902 0.0246658 0.0242616 
2 1.82606 1.55543 1.42601 1.33645 1.29023 1.22438 1.15617 1.13247 1.05377 1.01903 0.860333 0.757404 0.72724 0.716529 0.666031 0.599506 0.569086 0.555713 0.533993 0.43724 0.35576 0.341974 0.311898 0.258752 0.240271 0.198326 0.155302 0.151747 0.12993 0.114527 0.109175 0.0819047 0.0774841 0.0636066 0.0589732 0.0290365 0.0238307 0.0238272 0.0232642 0.0236908 0.0249261 0.0243261 0.0224971 0.0244024 0.0219837 0.0215358 0.0197006 0.0174191 0.0200135 0.0168862 0.0172512 0.0203981 0.0197531 0.0199591 0.0173203 0.0170143 0.0169903 0.0246031 0.0192702 0.018465 0.0181474 0.0187203 0.0196818 0.0208664 0.0153863 0.0172923 0.0165788 0.0172609 0.0161219 0.017766 0.0174187 0.0173033 0.0184384 0.0175938 0.0171545 0.0159988 0.0165254 0.0140954 0.00959457 0.00949051 0.0134804 0.0158023 0.0157427 0.0138248 0.0110667 0.0104166 0.0103009 0.0110075 0.0109547 0.0112795 0.0112599 0.0133132 0.0129726 0.0132019 0.0128247 0.0136764 0.0102776 0.0090434 0.0124108 
2 1.91219 1.82742 1.72899 1.64755 1.60888 1.56057 1.53742 1.49238 1.46361 1.43541 1.37933 1.34978 1.29619 1.26683 1.24419 1.15962 1.13028 1.07719 1.06051 1.02331 0.925018 0.885516 0.834054 0.782569 0.664177 0.571477 0.519253 0.434783 0.370509 0.342411 0.316117 0.296819 0.278718 0.260707 0.226092 0.220522 0.213836 0.200079 0.19003 0.151467 0.124403 0.112122 0.108774 0.100651 0.0900875 0.0817253 0.06208 0.0539504 0.0499963 0.0416042 0.0308686 0.0256282 0.0225413 0.0227414 0.0199886 0.0210828 0.0163942 0.0180752 0.0181248 0.018177 0.0190801 0.0179514 0.0199773 0.0193623 0.021028 0.0230597 0.0207176 0.0141679 0.0159155 0.0176485 0.0173829 0.0172433 0.0177845 0.0170534 0.0172579 0.0137308 0.0142154 0.0138333 0.0115024 0.01214 0.0122697 0.0123399 0.0128585 0.0128783 0.012324 0.0123119 0.0147689 0.0141182 0.0150021 0.0142231 0.0131941 0.0128298 0.0117057 0.0155774 0.0171068 0.0139295 0.0129027 0.0153081 0.0177 
2 1.85747 1.84099 1.83918 1.78372 1.73303 1.70723 1.63174 1.59254 1.54898 1.53969 1.49772 1.4407 1.42136 1.38243 1.22685 1.0912 1.04171 0.992179 0.873062 0.841305 0.789178 0.780831 0.65322 0.645917 0.598281 0.485113 0.466278 0.406716 0.378539 0.362498 0.349672 0.329569 0.288774 0.27915 0.275343 0.270819 0.237923 0.203334 0.182798 0.1623 0.144397 0.131405 0.119926 0.110513 0.106123 0.0969873 0.0841411 0.0689141 0.067168 0.046433 0.0433478 0.0261224 0.0257012 0.0220704 0.0220477 0.0235596 0.0165103 0.0162159 0.0163686 0.0154724 0.0155239 0.0152687 0.0187112 0.0208368 0.0206174 0.0197408 0.0163618 0.0160135 0.0175676 0.0159072 0.0151081 0.012824 0.0143216 0.0150597 0.0146566 0.0166774 0.0156131 0.015768 0.0108108 0.0125629 0.0119776 0.0119099 0.0161041 0.0211826 0.0198162 0.0180759 0.0182532 0.0171563 0.0196073 0.0216576 0.0220248 0.0257775 0.0257499 0.0223538 0.0138124 0.0148072 0.0107141 0.0125685 0.0158681 
2 1.99362 1.99028 1.89184 1.88429 1.85202 1.81542 1.77539 1.76381 1.54043 1.4982 1.48298 1.42543 1.39932 1.35791 1.34384 1.33737 1.30218 1.24312 1.12384 1.10283 1.07294 1.05207 1.00308 0.940218 0.926855 0.909728 0.888526 0.875726 0.852069 0.81986 0.705968 0.671687 0.648005 0.643147 0.560761 0.529881 0.50529 0.490194 0.459882 0.423666 0.380293 0.345835 0.324573 0.233624 0.110194 0.0899589 0.0679219 0.067933 0.0649087 0.0612348 0.0515652 0.0367217 0.034512 0.03199 0.0321517 0.0302469 0.0255067 0.0223252 0.0216673 0.0217256 0.0219561 0.0218638 0.0169829 0.020256 0.0199988 0.0191936 0.0194269 0.0164925 0.0166101 0.0173145 0.01556 0.0162254 0.0164702 0.0152135 0.0166754 0.0166892 0.0157564 0.0157427 0.0117634 0.0118509 0.0108447 0.0146433 0.0108939 0.0107365 0.0108934 0.0127376 0.0132106 0.0130447 0.0129207 0.0122472 0.0122451 0.0201793 0.0190396 0.0178288 0.0178442 0.0205531 0.0146521 0.0116343 0.0113735 
2 1.98665 1.97687 1.74248 1.70909 1.68837 1.60189 1.59048 1.44803 1.26731 1.24766 1.08796 1.05779 1.04924 1.04336 0.906208 0.864513 0.828061 0.646238 0.547681 0.530796 0.514939 0.434935 0.427158 0.412015 0.351985 0.320782 0.30879 0.268779 0.233317 0.217035 0.191969 0.182021 0.16633 0.163165 0.158283 0.138603 0.0969167 0.0942634 0.0860583 0.07756 0.0568619 0.0559069 0.0410609 0.0407994 0.0361921 0.0330164 0.0313854 0.0314219 0.027965 0.0193025 0.0194142 0.0167506 0.0161228 0.0166548 0.0160667 0.0158374 0.0169637 0.0165769 0.0196389 0.0150181 0.0162445 0.0166806 0.0161949 0.0161705 0.0140631 0.0127296 0.0134758 0.0133231 0.0148514 0.0131965 0.00853639 0.0162382 0.0151486 0.0151549 0.0154829 0.0142675 0.0104875 0.00940768 0.0102771 0.0105987 0.00977472 0.0131304 0.0137615 0.0122093 0.0117816 0.0106309 0.011508 0.0120392 0.013021 0.0119209 0.0112434 0.0121531 0.0144043 0.0175642 0.0151153 0.0172544 0.0205086 0.0181808 0.0176721 
