2 1.9482 1.92577 1.91753 1.91629 1.87615 1.85865 1.83491 1.75745 1.73146 1.72604 1.68625 1.60617 1.58833 1.57363 1.54567 1.53108 1.49965 1.46533 1.3898 1.36957 1.36586 1.33 1.31625 1.30751 1.30059 1.28868 1.20141 1.18708 1.17903 1.16834 1.14703 1.13971 1.08949 1.03281 1.02187 0.992982 0.950267 0.943935 0.903981 0.880109 0.862345 0.845834 0.823957 0.789182 0.772996 0.725092 0.708729 0.702037 0.684677 0.633283 0.598244 0.590508 0.583775 0.574353 0.547766 0.541576 0.535138 0.50651 0.480286 0.471152 0.465016 0.437317 0.429599 0.417525 0.405136 0.397847 0.38791 0.37087 0.343084 0.331925 0.300797 0.297331 0.288132 0.277165 0.264284 0.245609 0.227863 0.203509 0.162996 0.154071 0.144289 0.141308 0.117986 0.115789 0.0952463 0.0771255 0.0607452 0.0595946 0.0583816 0.0539514 0.0406156 0.0372445 0.0366208 0.0348776 0.0294512 0.0296021 0.0280732 0.0284245 0.0288593 0.0251488 0.0221587 0.0207611 0.0200307 0.0208348 0.0196183 0.0195161 0.015693 0.015565 0.0146245 0.0141589 0.0142585 0.0143298 0.0148095 0.0111997 0.0102588 0.0100217 0.00961718 0.00944654 0.00990853 
2 1.99566 1.96948 1.92946 1.91626 1.91582 1.89862 1.86434 1.8627 1.84646 1.84303 1.81563 1.80209 1.75205 1.71445 1.7017 1.65054 1.60071 1.59297 1.51064 1.4057 1.36689 1.36338 1.35732 1.31483 1.30676 1.26693 1.20956 1.18734 1.15565 1.13749 1.11018 1.09236 1.05524 1.02203 1.00753 0.998538 0.987399 0.956146 0.919368 0.872077 0.864918 0.854167 0.819298 0.804199 0.763902 0.720736 0.676187 0.656596 0.605374 0.555009 0.534682 0.502713 0.481156 0.471863 0.389158 0.352763 0.339554 0.292661 0.279953 0.266863 0.248095 0.232326 0.207322 0.200958 0.194996 0.175707 0.169526 0.13211 0.116205 0.109185 0.0975323 0.0833167 0.0663759 0.0646906 0.0576848 0.058146 0.0513087 0.0505091 0.0455939 0.0409789 0.0409073 0.0336914 0.0334914 0.0278761 0.0224451 0.017006 0.0176949 0.0195638 0.0208394 0.020473 0.0208803 0.0219046 0.0229332 0.0165049 0.0165278 0.0169481 0.0150358 0.0154651 0.0159664 0.0153117 0.0187942 0.0179759 0.0168233 0.0165158 0.0156199 0.0156612 0.016329 0.0114551 0.0109445 0.0117964 0.0150702 0.0118555 0.0118022 0.0117545 0.0137075 0.0138491 0.0148376 0.0123337 0.0124505 
2 1.93704 1.92728 1.92423 1.91354 1.89307 1.88276 1.79448 1.77388 1.70935 1.68974 1.65498 1.63592 1.60156 1.59773 1.58868 1.57805 1.56429 1.54641 1.53825 1.49759 1.47739 1.46675 1.46351 1.46084 1.41945 1.40202 1.37834 1.35317 1.33365 1.32654 1.25726 1.23391 1.18718 1.14454 1.13717 1.11226 1.08937 0.992073 0.963695 0.955058 0.951208 0.942598 0.924723 0.813449 0.801099 0.745295 0.71406 0.654976 0.630834 0.62554 0.620904 0.595657 0.556672 0.550219 0.522654 0.500676 0.484741 0.429972 0.395967 0.368592 0.361761 0.323712 0.310446 0.304452 0.243202 0.239168 0.2249 0.220741 0.213624 0.197913 0.192235 0.169846 0.165729 0.161664 0.159523 0.120536 0.113424 0.101586 0.0773348 0.0723967 0.0553714 0.0504398 0.0507593 0.0435368 0.0440679 0.0418624 0.0408745 0.0406258 0.0333106 0.0257537 0.0231152 0.0215308 0.0180051 0.0100048 0.0104288 0.0137822 0.0136055 0.0142765 0.0149734 0.0150338 0.0154512 0.0171987 0.0168594 0.0172486 0.0110596 0.0137472 0.0138687 0.0138754 0.0140548 0.0132078 0.0138424 0.0117248 0.0122891 0.0106313 0.0109074 0.0106979 0.0123796 0.0122197 0.0111677 
2 1.97529 1.94592 1.93902 1.90497 1.89649 1.88237 1.8678 1.7731 1.72536 1.68258 1.67925 1.67035 1.64714 1.62781 1.57857 1.57373 1.54172 1.47796 1.45467 1.45277 1.42161 1.41363 1.40883 1.39615 1.36974 1.33458 1.29339 1.2887 1.23041 1.21707 1.16772 1.15724 1.13734 1.08826 1.04221 1.00633 1.0029 0.962383 0.949907 0.85487 0.8429 0.821809 0.813893 0.729977 0.689391 0.669878 0.630061 0.583803 0.52324 0.515234 0.492258 0.46196 0.455292 0.453029 0.440812 0.400376 0.395819 0.38054 0.321682 0.315619 0.307624 0.305719 0.271443 0.264538 0.212542 0.183109 0.174557 0.157619 0.129499 0.11879 0.10818 0.0931644 0.0622317 0.0596422 0.0547896 0.044591 0.0408738 0.0315011 0.0337359 0.0278793 0.0278863 0.0257415 0.0260675 0.02632 0.0259584 0.0262628 0.0265958 0.0266538 0.0215523 0.0188997 0.0189616 0.0185097 0.0152897 0.0185493 0.0185812 0.0182188 0.0220249 0.0192068 0.018864 0.0188148 0.0190858 0.0181166 0.018886 0.0168621 0.0177901 0.0183887 0.018041 0.0229152 0.0225343 0.0206576 0.0189223 0.0182549 0.0245705 0.0251075 0.0245329 0.0230145 0.0228116 0.0219914 0.0203785 
2 1.96463 1.94445 1.93387 1.88732 1.81815 1.76237 1.73739 1.64928 1.62672 1.59818 1.54278 1.48795 1.47518 1.45917 1.4199 1.39198 1.34878 1.33738 1.32989 1.30326 1.29499 1.28164 1.25874 1.19814 1.18744 1.15893 1.07444 1.0368 0.99502 0.929712 0.900861 0.885612 0.836425 0.789923 0.782187 0.768817 0.747009 0.736878 0.716532 0.698867 0.671459 0.627991 0.598642 0.541342 0.506812 0.465963 0.435596 0.42774 0.399003 0.362473 0.353741 0.346693 0.33829 0.329 0.30396 0.298454 0.287692 0.263611 0.226849 0.215304 0.210602 0.192949 0.179498 0.154711 0.14877 0.139422 0.123125 0.117855 0.115983 0.101659 0.0848182 0.0842119 0.0633495 0.0596908 0.0509072 0.0375302 0.0382045 0.0377538 0.0332998 0.0360541 0.0356097 0.031693 0.0244322 0.0244052 0.0227039 0.0252066 0.0257707 0.0219285 0.0236202 0.0236516 0.0229606 0.0231973 0.0217634 0.0233753 0.0245532 0.0207534 0.0203315 0.0200023 0.0195198 0.0189287 0.0180226 0.0170796 0.0194747 0.0192005 0.0178139 0.0180995 0.0168457 0.0168643 0.0174918 0.0211604 0.0196871 0.0186383 0.0177312 0.0189132 0.0189203 0.0171202 0.0172336 0.0172402 0.0163878 
2 1.99068 1.97717 1.90689 1.84383 1.82155 1.77674 1.73932 1.72718 1.71166 1.6941 1.67384 1.66324 1.63913 1.62614 1.58558 1.56043 1.54179 1.52031 1.49687 1.48088 1.46287 1.37558 1.37206 1.34744 1.33098 1.28436 1.28099 1.24133 1.20057 1.16626 1.09586 1.04966 1.03817 0.907502 0.873744 0.873121 0.858944 0.848255 0.818317 0.79083 0.745319 0.718899 0.569542 0.539333 0.513337 0.453871 0.425161 0.402821 0.382516 0.357286 0.349064 0.308888 0.300259 0.297466 0.276972 0.249428 0.239475 0.210309 0.208506 0.196962 0.177594 0.170737 0.162867 0.158754 0.134913 0.120114 0.0946464 0.0836306 0.0806389 0.0692712 0.0564738 0.0445064 0.0409349 0.0395847 0.0384782 0.0343272 0.0285961 0.0265209 0.0209385 0.0204947 0.0205828 0.0201161 0.0186158 0.0185315 0.0173277 0.0174274 0.0168341 0.017087 0.0181606 0.0167705 0.0146838 0.0161745 0.0177107 0.0175116 0.0183358 0.0171917 0.0181201 0.0195361 0.0194762 0.0166043 0.0146239 0.0225082 0.0251443 0.0235655 0.0223975 0.0251657 0.0229215 0.0229859 0.021343 0.0192525 0.0116776 0.0155943 0.0204302 0.020319 0.0171603 0.013098 0.0156395 0.0152161 0.0158574 
2 1.9576 1.93287 1.87831 1.82463 1.81259 1.76225 1.74212 1.71133 1.65906 1.55063 1.49527 1.4377 1.42942 1.38227 1.37416 1.34365 1.32436 1.30817 1.25104 1.21556 1.20629 1.20209 1.17617 1.16157 1.13394 1.10744 1.08 1.0312 1.00446 0.995819 0.987363 0.962585 0.96048 0.937937 0.903822 0.898164 0.861764 0.846255 0.805781 0.72658 0.722795 0.7004 0.683883 0.681778 0.647566 0.608585 0.575315 0.561932 0.521702 0.493528 0.468866 0.4231 0.410437 0.406931 0.371234 0.356131 0.312251 0.305506 0.275456 0.225072 0.196095 0.182019 0.167868 0.164013 0.143062 0.13714 0.107672 0.0940487 0.0887044 0.0864193 0.0831362 0.0666665 0.0614894 0.0564565 0.0487587 0.0465159 0.0461288 0.0425028 0.041848 0.0364778 0.0352189 0.0350386 0.033251 0.0316188 0.0291989 0.0277553 0.0291762 0.0281786 0.028445 0.028122 0.0286073 0.0252154 0.0256231 0.026994 0.0272025 0.0236941 0.023682 0.0249301 0.0245111 0.0228481 0.0175005 0.0176239 0.0173523 0.0177596 0.0170307 0.0170104 0.0184464 0.0165715 0.0217041 0.0226044 0.0266005 0.022923 0.0225211 0.0226942 0.0221959 0.0218871 0.0168364 0.0169288 0.0174758 
2 1.98344 1.9753 1.92614 1.88196 1.8114 1.76282 1.73081 1.69906 1.68457 1.67152 1.66451 1.66183 1.65282 1.60991 1.55492 1.55116 1.50775 1.50088 1.49774 1.44299 1.39898 1.38504 1.32837 1.31479 1.28386 1.24954 1.18853 1.15378 1.12144 1.09538 1.0485 1.03671 1.01337 0.953655 0.919951 0.840699 0.835571 0.779974 0.731089 0.69532 0.662934 0.644956 0.561886 0.523558 0.521477 0.509717 0.457969 0.411688 0.40354 0.393017 0.364661 0.332603 0.305575 0.297207 0.296137 0.24731 0.243828 0.229473 0.227843 0.21009 0.204326 0.163046 0.161498 0.154048 0.144224 0.113399 0.0974127 0.0715945 0.0639192 0.0528662 0.0494771 0.0464857 0.0396629 0.0312853 0.0295902 0.0309007 0.0312925 0.0310857 0.0318784 0.0336696 0.0296044 0.0300716 0.029507 0.0235079 0.0237641 0.0190148 0.0219884 0.019717 0.0180785 0.0152254 0.0162497 0.0166072 0.016779 0.0166722 0.0168632 0.0215218 0.0211711 0.0210938 0.0195452 0.0165398 0.0156326 0.0203453 0.018206 0.0165378 0.0162854 0.0158563 0.0181313 0.0155307 0.0138533 0.0135327 0.0146396 0.0130922 0.0153496 0.0127275 0.0134513 0.0173387 0.0180517 0.0144875 0.0141177 
2 1.92262 1.87478 1.84044 1.81934 1.80969 1.80207 1.72717 1.72139 1.6122 1.60832 1.59731 1.58985 1.58601 1.50054 1.48767 1.46005 1.39516 1.38608 1.35761 1.30016 1.27862 1.26792 1.24582 1.23629 1.18891 1.09032 1.08718 1.06738 1.03738 0.97207 0.961683 0.935951 0.824417 0.813715 0.806054 0.726431 0.657686 0.600209 0.58064 0.578564 0.55778 0.524091 0.473249 0.468326 0.39718 0.388988 0.368925 0.346515 0.343538 0.325097 0.312063 0.266187 0.230517 0.218602 0.184372 0.17764 0.162212 0.141986 0.134439 0.116003 0.108813 0.106411 0.102326 0.0828595 0.0778865 0.056475 0.0480585 0.0461426 0.0414334 0.035811 0.0353838 0.0309938 0.0246611 0.0232877 0.021799 0.0223658 0.0218288 0.0213521 0.0217999 0.0149662 0.0145295 0.0137698 0.0170899 0.0161361 0.0218442 0.0220431 0.0210666 0.0207371 0.0216714 0.0178234 0.0177365 0.0177084 0.0178572 0.0212644 0.0215631 0.0187843 0.0149624 0.0104013 0.0113556 0.010974 0.0107785 0.0118546 0.0187906 0.0152887 0.0147789 0.0147681 0.015289 0.0146057 0.0160438 0.0166019 0.0212565 0.0225879 0.0201653 0.0157297 0.0129892 0.0107663 0.0142803 0.0145253 0.0148501 
2 1.91435 1.90209 1.81473 1.77981 1.77449 1.7668 1.75952 1.72847 1.70905 1.67359 1.59061 1.56002 1.52729 1.4961 1.44848 1.43614 1.37665 1.36593 1.33501 1.31251 1.271 1.25284 1.24536 1.20038 1.16542 1.11092 1.10878 1.08618 1.04337 1.03577 1.02851 0.961024 0.951616 0.928082 0.927128 0.87822 0.871224 0.850833 0.816986 0.803871 0.777797 0.73916 0.73369 0.707255 0.676656 0.675474 0.670276 0.643341 0.587012 0.549463 0.529451 0.468895 0.424974 0.405703 0.329459 0.31465 0.279956 0.251217 0.210158 0.201168 0.175654 0.175114 0.158878 0.15121 0.151218 0.139929 0.122308 0.121252 0.104784 0.079284 0.0712564 0.0676788 0.0666702 0.0669115 0.0586206 0.0505424 0.0501023 0.0454893 0.0427247 0.0364033 0.0394895 0.039762 0.0358954 0.034137 0.0339407 0.0293436 0.0264333 0.0250686 0.024123 0.0237958 0.0234604 0.0234334 0.0218175 0.0233686 0.0188185 0.0198569 0.0196495 0.0212027 0.020815 0.0148743 0.0126563 0.0140522 0.0140237 0.0141802 0.0148877 0.0140502 0.00972585 0.00969759 0.00901963 0.0116667 0.0121419 0.0116822 0.0120087 0.0119886 0.0110241 0.0108475 0.0107215 0.0104926 0.00984291 
