generation s h r distopt trait[0] trait[1] trait[2] trait[3] trait[4] trait[5] trait[6] trait[7] trait[8] trait[9] 
5 0.00493141 0.639811 0.0525569 0.2 -0.0113474  -0.0229218  -0.0057664  -0.00223333  -0.0226386  -0.0299606  -0.0133469  -0.0124611  -0.0155095  0.00925844 
6 0.0303791 0.667752 0.143098 0.235924 0.0658631  -0.0896648  0.0362659  -0.0113456  -0.0505185  0.0147253  0.0181011  0.0582933  0.00197074  -0.0125248 
10 0.0258454 0.748752 0.160105 0.341452 0.0488365  -0.0736388  -0.00421535  -0.0369344  -0.00167131  -0.0321888  -0.103582  -0.00401824  -0.0668114  0.013999 
11 0.0097567 0.568664 0.0520861 0.34338 -0.00393393  -0.0163977  0.0175472  0.0151588  0.00957132  0.0171126  0.00999497  0.00557863  -0.0184698  -0.0321606 
14 0.0330892 0.943757 0.240613 0.462888 0.0772185  -0.0754737  0.0463378  0.0419457  -0.0505214  -0.10296  -0.0199298  -0.100631  0.128982  -0.0448984 
16 0.0288857 0.545833 0.0749824 0.508767 -0.0318196  -0.0413524  -0.00516293  0.0146275  -0.00118188  0.0107744  -0.0053195  -0.00914851  0.0492902  0.000483268 
20 0.00991425 3.40705 0.336379 0.657229 0.0092597  -0.0292524  0.0891543  -0.0924053  -0.0144911  0.0667812  0.135599  0.235145  -0.0512453  0.121433 
25 0.0732635 1.03348 0.387992 0.8782 -0.158978  -0.195642  0.0394209  0.052194  0.0483735  -0.065088  -0.00366448  0.13391  0.211945  -0.115187 
27 0.037146 0.527173 0.0680222 0.919579 -0.0305521  -0.0190893  0.0151702  0.00102458  0.0163916  -0.00866527  0.00510599  -0.0377055  -0.0360103  0.00311588 
31 0.020987 0.549505 0.0657745 1.07477 -0.0254828  -0.023291  0.0262535  0.0208329  0.0371687  0.00746243  -0.0192971  -0.00731773  -0.0121657  0.000232664 
32 0.263695 0.501386 0.169164 1.10985 0.145734  -0.0611152  -0.0281274  -0.0219101  -0.0176239  0.0287574  0.00491509  -0.0162035  0.0281615  -0.0124196 
34 0.0227144 0.575962 0.0840868 1.09004 -0.0127097  -0.041549  0.00827622  0.0273922  -0.0170335  -0.0394324  0.0244826  0.0324013  0.0292593  0.00367299 
35 0.04133 0.520705 0.0645932 1.12462 0.0411568  -0.0150009  0.0249113  0.0192716  0.0265199  -0.0156578  -0.000942919  -0.0101603  0.0122758  -0.00762353 
36 0.0773944 0.500192 0.0532455 1.15143 0.0135079  -0.032568  0.00160812  -0.019196  0.00391312  -0.00559301  -0.01895  -0.0185778  0.0156948  0.0149573 
37 0.11086 0.586673 0.20439 1.16374 0.0168114  -0.0680698  -0.0554306  0.00549622  0.0925174  0.117228  -0.0193294  0.060366  0.0648963  -0.0567905 
38 0.0275534 0.640028 0.124754 1.16197 -0.012521  -0.0321078  -0.000841776  -0.00810924  0.0561993  -0.0379994  -0.021886  0.0697284  -0.0641798  -0.0157203 
41 0.113933 0.611112 0.231174 1.28364 0.0230842  -0.00813064  -0.000169738  0.126173  0.0668506  -0.0289136  0.0450067  -0.0599651  -0.140951  0.0782901 
42 0.288471 0.533358 0.255994 1.2409 0.0810273  -0.105112  -0.132192  0.118375  -0.0779483  -0.0412505  -0.0242723  -0.0203951  0.0866375  -0.0119565 
43 0.108755 0.610366 0.224956 1.13419 0.0237403  -0.0659698  0.0726291  0.0346074  -0.0778224  -0.127193  -0.0277533  -0.111569  0.0302421  0.0533822 
45 0.13059 0.502583 0.0937774 1.08773 0.0153391  -0.0383596  -0.00973216  -0.0430287  -0.0428539  0.0422075  -0.0192399  -0.00419921  -0.00252125  -0.033603 
49 0.048445 0.548542 0.101452 1.02976 0.00644468  -0.0213563  0.0284835  -0.00216548  -0.0371162  0.0488271  -0.0291687  0.0353563  -0.0285976  0.0479418 
51 0.0364587 0.500155 0.0257562 1.00653 0.00712299  -0.013283  -0.00476974  0.000532067  0.00126835  0.00715268  -0.0124669  -0.0119844  -0.00716343  0.00316863 
52 0.0300583 0.527853 0.0611261 0.98858 0.0226601  -0.0051154  -0.0199165  -0.0182678  0.023258  -0.02187  -0.00845093  -0.0227205  0.00700983  0.028467 
53 0.0303971 0.503253 0.0289468 0.973486 0.00854575  -0.0165769  0.00882715  -0.0058934  0.00398185  -0.0081429  0.0017261  -0.01098  0.00269769  0.0128243 
55 0.04549 0.528434 0.0777492 0.957982 -0.039554  -0.0334513  -0.0340306  -0.0119796  -0.019189  -0.0208556  0.0236518  -0.0202276  0.0113182  0.012649 
56 0.166087 0.528244 0.17053 0.934475 0.0978908  -0.0628737  0.00345826  0.00382616  0.0996916  0.0353176  -0.0398434  -0.0511114  -0.0115022  0.000483899 
59 0.0405664 0.60141 0.129948 0.848287 0.0292161  -0.00913297  -0.067696  0.0087933  -0.0340141  0.0265072  -0.0558592  -0.0577541  -0.0350965  0.0417397 
60 0.0697367 0.550488 0.125927 0.824516 0.00590231  -0.045774  0.00560068  -0.0358534  0.0303442  0.0126398  0.02312  0.102077  0.0102848  -0.0164347 
61 0.0203448 0.599927 0.0908009 0.782568 0.0380656  -0.0159661  -0.00606654  0.0230076  0.0196235  -0.0203566  0.0400977  0.0458751  -0.0379953  -0.00439044 
62 0.0275752 0.516719 0.0467825 0.769593 0.00284601  -0.00985032  -0.025562  -0.0187546  0.0110348  -0.00246374  0.0240581  0.00779924  -0.0175593  -0.0015933 
63 0.0110942 1.38805 0.19764 0.751712 -0.0254245  -0.0323764  0.0558272  0.0492296  -0.068465  0.00489199  -0.140685  -0.0671887  -0.0434631  -0.0303255 
64 0.0360288 0.528812 0.0685791 0.744337 -0.00331435  -0.0452458  0.00409252  -0.0158138  -0.0210499  -0.0192968  -0.0223  -0.0053499  0.0209097  0.0244848 
65 0.0501897 0.548603 0.103471 0.720169 0.00770424  -0.00791434  -0.0220382  -0.0758467  0.000390425  -0.0140749  0.048446  0.0213411  -0.0155819  0.0332019 
67 0.0417066 0.531819 0.0776611 0.685326 0.0132105  -0.0258608  -0.0358695  -0.00906135  0.0488198  0.0258373  0.0089957  0.0236644  0.00538173  -0.00991869 
69 0.0249368 0.546304 0.069732 0.654837 0.00566742  -0.00243995  0.00208003  -0.0296033  -0.00874034  0.028184  0.0317475  -0.00915152  -0.00420677  0.0443139 
72 0.0235541 0.515078 0.0409249 0.635752 0.0152832  -0.0218616  -0.000567985  0.0148653  -0.0115721  -0.00422425  -0.0163148  -0.0133495  -0.00920588  -0.00782016 
77 0.0281762 0.520269 0.051362 0.617171 0.0309398  -0.00939785  0.00595711  -0.0332102  0.00460012  0.010037  0.0159127  0.00187175  -0.00846024  -0.00196639 
78 0.0472806 0.517623 0.0657385 0.594233 0.00965692  -0.0318389  -0.0124154  -0.034896  0.0145822  0.0298581  0.0218857  -0.00524644  0.0106585  0.0108832 
79 0.0795687 0.586972 0.17165 0.554 -0.0089652  -0.074278  0.014721  -0.014855  -0.00314877  0.124176  0.0359262  0.0483545  0.0266094  -0.0605167 
82 0.100136 0.591639 0.198382 0.479953 0.0296698  -0.0934491  -0.00074263  0.0708195  -0.0119221  0.0874939  0.0791903  -0.0730182  -0.0515664  -0.0516467 
87 0.00431162 1.62188 0.138815 0.367315 -0.00254107  0.0272103  -0.00838627  -0.060721  -0.039103  -0.0502147  0.0368211  -0.0556472  -0.0239859  0.0754133 
88 0.0182989 0.568251 0.0714964 0.361411 -0.000300371  -0.041027  0.0133102  0.0064619  0.0446591  -0.00981405  -0.0219279  0.00104255  0.0224417  0.0115418 
98 0.0231514 0.648053 0.117442 0.335387 -0.00517301  -0.0501015  0.0216535  -0.0464064  0.028589  -0.00343326  0.0696295  0.00843412  -0.0531939  0.00742523 
99 0.0273737 0.722079 0.155824 0.299328 0.000482858  -0.0409512  -0.0586538  -0.0657339  -0.0589842  -0.082677  -0.0476687  0.0241206  -0.0273319  -0.0304466 
105 0.0159579 0.628925 0.091002 0.250183 0.0159265  -0.0389478  0.037612  -0.0332349  -0.00972266  -0.00635246  -0.0302846  -0.0214752  0.0213633  -0.044966 
106 0.0282096 0.826789 0.19127 0.216239 -0.0200778  -0.0986733  0.00536501  0.0180973  0.0222721  0.096144  0.0423308  -0.0442466  0.00559187  -0.112106 
107 0.00172814 4.49659 0.16586 0.137624 -0.0569804  -0.0525411  0.0099981  0.0734288  0.00106039  -0.0607143  0.0216975  0.0334367  0.0235284  0.1009 
118 0.00152218 1.78072 0.0882359 0.131201 0.023035  -0.0159238  -0.0263372  -0.063221  0.0171873  -0.00817818  -0.0315373  -0.0258194  0.0156834  0.00643115 
122 0.00652089 1.02169 0.116454 0.12527 -0.00753101  0.0175065  -0.0193486  0.0102034  -0.00232541  0.0219537  -0.0405067  -0.00153605  -0.0661835  -0.0787971 
123 0.00192426 0.652219 0.0342373 0.0958798 -0.00211595  0.00281261  -0.00155895  0.00634297  -0.0014555  0.00675889  0.0222799  -0.00360316  0.0207639  0.0113501 
125 0.0026928 1.08022 0.0789941 0.0852674 0.0403787  -0.0293802  0.0144757  0.0380203  -0.0191676  -0.0177318  0.03426  0.00932338  -0.0050985  0.0110846 
126 0.00131764 0.593772 0.0222428 0.0676856 0.00387889  0.00571948  0.00298858  0.00446537  -0.00142611  0.00774725  -0.00786439  -0.00849292  0.00881338  0.0120169 
128 0.000432146 1.79595 0.0473197 0.0571364 0.00987203  -0.00132173  -0.000944778  0.0279577  0.00732233  0.0276769  -0.00449591  -0.0198722  -0.011026  0.00104982 
131 0.000818614 1.18364 0.0473006 0.0532214 -0.019179  0.00498024  -0.0107319  -0.0145089  0.0110147  -0.015649  -0.00783509  -0.0112907  -0.0144139  -0.0274988 
133 0.000891168 1.02847 0.0433928 0.0448803 0.00588305  0.00298032  -0.0264426  0.00595895  -0.0187071  -0.0216138  0.00284173  -0.0101089  -0.000579373  0.0133044 
134 0.00030228 1.86792 0.0406624 0.0335182 0.0126215  0.0020972  -0.000128887  -0.00441049  -0.00572097  0.0206555  -0.0161215  -0.00331783  0.026545  0.00594442 
138 -0.000221783 0.397432 0.0095407 0.0286572 -0.000139564  -0.00133649  -0.00295465  0.00235066  7.38102e-05  -1.14584e-05  -0.000263715  0.000951125  -0.00220393  -0.00831424 
140 -7.59152e-06 0.49508 0.000386549 0.0322962 -0.00018001  -7.14929e-05  -0.000136446  0.000104887  0.000126427  -0.000100251  -2.7165e-05  -0.000201945  8.57881e-05  8.58672e-05 
141 -0.0004271 0.248467 0.0207335 0.0324135 -0.00536127  0.000857506  -0.00287479  0.00621418  -0.00593274  -0.00414327  0.0135233  -0.00947012  -0.00513419  -0.00149451 
142 6.26921e-06 0.505034 0.000355317 0.0384425 -2.57054e-06  9.31972e-05  0.000173112  9.262e-05  -0.00018157  0.000148975  6.47606e-06  4.90078e-05  -0.000143909  -2.64023e-05 
143 9.25261e-05 3.25459 0.0319267 0.0383608 0.0169991  0.00685841  0.00273769  0.00537549  -0.00115177  0.0112595  -0.00830395  0.01451  -0.00554166  0.0144431 
144 -6.8523e-06 0.128529 0.00319089 0.0371353 0.000140201  -0.000830699  -0.000987128  -0.000588688  0.000195464  -0.000847411  -0.000469078  -0.00173607  0.000915233  0.00182295 
145 -7.09617e-06 0.487618 0.000592854 0.0372275 5.31723e-05  8.20559e-05  -6.13866e-05  0.000156135  -8.70743e-05  -0.000318895  3.31592e-05  0.000197054  0.000232089  -0.000332714 
146 -2.08951e-05 0.465579 0.00169622 0.0373227 -0.000871857  -0.000441185  -1.52962e-05  0.000980891  -0.00035734  3.33127e-05  0.00048154  -0.000685002  -0.000359317  -3.12044e-05 
148 0.000343201 0.851197 0.0219561 0.0376016 -0.000693471  0.0119635  0.0113987  -0.00680019  -0.00310808  0.0012195  -0.00679394  0.00718186  -0.00382038  -0.00623002 
150 1.9283e-05 6.87033 0.0221658 0.0327221 2.24611e-05  -0.00669828  0.000508398  -0.0117511  0.0117199  0.0127846  0.00189178  -0.00136442  0.00102892  0.000899624 
151 -0.000865923 0.164109 0.0341194 0.0324261 -0.0144878  0.0170717  0.00717935  -0.0162273  0.0165891  0.00639652  -0.000438195  -0.00292807  0.000270251  0.00479342 
154 0.00010437 3.07314 0.0327725 0.0437921 0.0204929  -0.00528681  0.00739984  0.00708253  -0.00926815  -0.00799923  0.0167943  0.00872378  -0.00361711  -0.00029338 
155 6.91727e-05 0.536249 0.00316729 0.0425839 -0.000364005  -0.000749139  -0.000974237  -0.000286711  0.000181901  -0.00112039  0.000288701  0.00111218  0.00142394  -0.00191583 
156 -3.13445e-05 0.485206 0.0013621 0.0417638 0.000661292  -2.26335e-05  0.00021527  0.000219207  0.000666273  -4.51838e-06  -0.000707146  0.000333521  -0.000331733  0.000397269 
160 0.00114334 0.710077 0.0309959 0.0421374 -0.00984959  -0.0155973  -0.0106867  -0.00491705  -0.00251153  -0.0156376  -0.013718  0.00646379  -0.000127737  0.00111832 
168 -0.000494432 0.267903 0.0214298 0.025157 0.00327911  0.00534325  -0.00128323  0.00472458  -0.00545914  0.00487855  0.0152882  0.00292979  0.000689331  0.00997867 
169 -3.66622e-05 -3.3623 0.0237986 0.0335772 -0.0144567  -0.00807633  -0.00487222  0.0128017  0.00733053  -0.00124919  -0.00223912  0.00236763  -3.89957e-05  0.00621364 
174 -3.58601e-06 0.497889 0.00017404 0.0341188 8.10355e-05  -3.44325e-05  4.72317e-05  3.388e-05  1.71117e-05  -7.19348e-06  -1.21691e-05  -2.83069e-05  3.84737e-05  0.000128002 
175 -0.000252033 -0.471246 0.0312918 0.0341713 -0.0104999  0.022855  -0.00101372  -0.0034166  -0.00653901  -0.000356655  0.00350039  -0.00880028  0.0138275  -0.00317756 
176 0.00021224 0.562274 0.0072722 0.0376794 0.00419189  -0.00145135  -0.00218479  0.000883293  -0.0023351  -0.000963051  0.000144527  -0.00275896  -0.000372279  -0.00367446 
177 0.000146798 1.08047 0.0184612 0.0347494 0.00684976  -0.00598664  0.00625779  -0.0110508  -0.00383644  0.00443084  -0.00499758  0.00607461  0.000272791  0.000688973 
180 -4.8027e-05 0.393093 0.00453203 0.0325689 0.00119975  -0.00143868  -0.000410031  0.00146536  -0.00104939  0.000785804  0.00101743  0.00274416  -0.00210105  -0.000126426 
181 0.000143017 0.783304 0.0127304 0.0332981 0.00282532  1.70926e-05  -0.00578997  0.00319798  0.00738409  -0.00516127  0.00196583  -0.00483586  -0.000909742  -0.00104363 
188 5.85753e-05 0.886893 0.0095209 0.0310766 -0.00492621  -0.00731187  0.00038816  0.000838763  0.000161549  -0.00139851  0.00113402  0.00233457  -0.000170611  0.00182077 
191 0.000122026 0.854762 0.0131588 0.0301195 0.00439636  0.00292662  0.00202041  -0.00172959  -0.00134614  -0.00434435  -0.00840879  0.00431713  -0.000222223  -0.00530157 
192 0.000504903 0.66804 0.0184229 0.0280208 -0.00146201  -0.0105635  0.00102456  0.00123694  -0.00289675  -0.00344092  -0.00484599  -0.0131953  -0.00226684  0.000357356 
196 -0.000208265 -0.35459 0.0266825 0.0167448 -0.00753399  -0.00201386  0.0144601  0.00629928  -0.00159249  -0.0016247  -0.00233851  -0.00878249  -0.0120283  0.013035 
198 -0.000262425 0.438174 0.00805862 0.022106 -0.00191336  -0.00140272  0.00306059  0.00260425  -0.00315405  0.0043509  -0.0010238  0.00192341  -0.00110137  0.0028852 
199 0.000279067 0.736123 0.0162348 0.0274068 -0.00180526  0.0132413  -0.00519572  0.000489025  0.00346447  -0.00177278  0.000372376  -0.00356753  0.00309305  -0.00449064 
203 2.66495e-06 0.585392 0.000954076 0.021728 0.000331856  0.000282459  0.000268073  -0.00038819  -0.000173625  -0.000242436  0.000592907  1.31562e-05  0.000230418  6.37924e-05 
208 -6.46184e-05 -3.06651 0.0303607 0.0216666 -0.00635926  -0.00811098  -0.0114942  -0.00566518  0.0143648  0.00739619  0.00679234  0.0134479  -0.00325155  -0.0123585 
211 5.58123e-06 24.2174 0.0230098 0.0231098 0.00461613  0.0113567  0.0133213  -0.0029  -0.000470195  -0.0123245  -0.000458209  0.00184598  -0.000339151  -0.00612013 
214 -0.000127675 -0.94296 0.027146 0.0229887 0.0125088  0.00262564  0.00337289  -0.00110739  -0.0103843  0.0104172  -0.0182078  0.00130701  3.39127e-05  0.00336913 
215 -3.44472e-05 0.464201 0.00222113 0.0256157 0.000256795  2.94924e-05  -0.000646587  -0.000906723  1.34308e-05  -0.000155303  7.17795e-05  0.00136379  -0.00131154  0.000129927 
219 -0.00148162 0.243455 0.0390172 0.0262795 0.0112993  -0.0109781  0.0131667  -0.00181553  0.0166811  -0.0155003  -0.0139813  -0.0123907  0.0128757  0.00801153 
220 9.81939e-06 0.501868 0.000270957 0.046619 2.6593e-05  1.14287e-05  -6.70616e-05  -0.000135714  -5.25165e-05  8.25769e-05  9.46229e-05  -4.5759e-05  -0.000118786  0.000122189 
222 0.000281323 0.588019 0.00995346 0.0465136 -0.00197657  0.0065704  -0.00139417  0.00031086  0.00335767  0.00103592  0.00529483  0.000445294  -0.00233044  -0.00198556 
223 -2.10896e-05 0.264315 0.00445897 0.0433846 0.00110246  -0.00255987  0.00115773  0.00196167  -0.00161729  2.37043e-05  -0.00029651  -0.00144588  0.000558035  0.00134886 
224 -0.000144027 -2.79313 0.0435533 0.043627 -0.00540269  -0.0225956  -0.0197495  0.0150017  -0.00384787  -0.0150066  0.00651869  0.00820438  0.00543087  -0.0190459 
225 -5.41383e-05 0.21379 0.00787289 0.0452477 -0.00275133  0.00162865  0.00206242  -0.00115585  -0.00497457  -0.00350417  -0.00145459  0.00144825  0.00222065  2.13268e-05 
226 0.000198772 1.05553 0.0210154 0.0458421 0.00944582  -0.00117798  0.00175325  -0.00123268  -0.000842984  0.00173315  0.0114416  -0.0144353  -0.00182883  -0.000312795 
227 5.24433e-05 4.66725 0.0295645 0.0436204 -0.00685645  0.00985933  -0.00905885  0.00399659  -0.0184368  -0.000704755  0.00992198  -0.00855086  0.00849501  0.00690416 
230 -7.85652e-05 0.489415 0.00182477 0.0430151 0.000828777  -0.00109053  -6.0599e-05  4.12691e-05  -0.000450163  0.000307406  0.000640159  -0.000235089  0.00080946  -0.000175598 
231 0.000437171 1.31442 0.0377319 0.0439189 -0.00664048  0.00295239  -0.0269985  -0.013828  0.0139724  0.00942249  -0.00320603  0.00460721  -0.0103537  -0.00529514 
232 0.000502708 0.691264 0.0196115 0.0386237 -0.00177056  0.0049715  0.00774593  -0.00756118  0.00683445  0.00108358  -0.00838053  0.00190456  -0.00571882  0.00922714 
233 -0.000306426 0.386036 0.0118217 0.0314517 0.000723088  0.00345698  0.00329415  0.00176998  0.00540813  -0.00619073  -0.00188911  -0.000877326  -0.00342542  0.00544509 
234 -6.59636e-05 -1.68382 0.024004 0.0359956 -0.010644  0.00422513  0.00810012  0.00365984  0.0115647  0.0102638  -0.00573693  0.00551351  -0.00575609  -0.00552321 
235 -1.29289e-05 0.425015 0.00196926 0.0369005 -0.000571814  0.000720559  -0.000249761  0.000465985  -0.000151006  0.000611519  -0.000462838  0.00140753  -0.000389014  -9.40452e-05 
236 -0.000580337 -0.959762 0.0582094 0.0370753 -0.0123799  0.00739753  0.0360519  -0.000509603  -0.025547  0.00679453  0.0268176  -0.00200164  0.000271289  -0.021407 
238 0.000215084 0.588746 0.00873874 0.0442163 0.00404591  -0.00166105  -0.00271732  0.00271305  0.00258898  0.00128479  -0.00171064  -0.00426198  0.00283399  -0.00223984 
239 7.15447e-05 2.69153 0.025042 0.0417136 -0.00700414  -0.00821288  0.00319885  0.00207223  -0.0143923  0.00625259  -0.00639467  0.00541525  -0.00960972  0.00934178 
242 0.000230277 1.03583 0.0222148 0.040847 0.00752292  -0.00916379  -0.00254918  0.00382517  0.00556355  0.00465684  0.0105535  0.0012165  -0.00513125  0.011831 
243 -0.000428126 -0.109935 0.0323217 0.037924 -0.00248182  0.0142074  0.000109835  -0.00465919  0.00500637  0.00157854  -0.00320496  0.0221683  0.0143451  -0.00893983 
248 7.17439e-05 1.38892 0.0159713 0.0432024 -0.00418881  -0.00561006  -0.00145589  -0.00942188  -0.00442679  -0.00322558  -0.00537849  -0.00143877  -0.00706996  -0.00204678 
250 -0.000339722 0.475673 0.00575509 0.042364 -0.00158613  0.0029282  0.000101187  -0.00213715  -0.00133015  0.00101994  0.000216133  0.00338507  0.00104345  -0.0014316 
251 -0.000476381 0.238184 0.0223405 0.0462005 0.000636443  -0.0016635  -0.00100614  0.0116109  0.0015082  -0.00938176  0.00427439  0.000672284  -0.0155764  -0.00290867 
252 6.85675e-05 0.581965 0.00474151 0.0510978 -0.0012601  -0.00336706  -0.000860039  -0.00158607  0.000724178  -0.000293526  -1.69144e-05  -0.000325221  -0.000856808  0.00220248 
254 -0.000229848 -1.13894 0.0388168 0.0504224 0.0162186  0.0191185  0.0041737  -0.00183513  -0.0131266  -0.00447647  0.00626991  0.00758656  0.0201501  0.0127342 
255 0.000841073 1.43679 0.0561197 0.0526526 0.00139107  -0.00624947  -0.0091747  0.00219586  0.0306236  0.0255546  -0.00859638  -0.0236676  0.0033917  0.0279828 
257 -0.00015258 0.0194891 0.0171257 0.0439497 0.00106424  -0.00475241  -0.00895896  -0.00409402  -0.00229852  0.0115968  0.00211784  -0.00107824  0.00511539  -0.00098107 
258 0.000236202 1.17004 0.0251587 0.0456526 -0.00184941  -0.0125934  6.24586e-05  -0.000185321  -0.00530251  -0.0101841  -0.0090496  -0.00584717  0.0136516  0.00605181 
259 -0.000655049 0.316353 0.0219439 0.0429883 0.0101257  0.0120895  0.00155049  -0.000129155  0.0102357  0.00113925  -0.0107744  0.00171062  0.00189243  0.00132798 
260 -0.000317406 -2.18353 0.0583628 0.0500325 0.0234269  -0.000368856  -0.0156462  -0.0136621  -0.00818049  -0.0207819  0.0309182  -0.0197987  0.00709453  -0.0229943 
263 0.000475918 1.17288 0.0357847 0.0531104 -0.00105487  -0.0107072  0.0161504  0.0218577  -0.0120878  0.0138117  -0.00856281  -0.00109405  -0.00117852  0.00366158 
265 -0.000215624 0.424065 0.00809465 0.0484242 0.00104043  -0.00160189  -0.00181157  0.00301979  0.000314045  0.00242481  0.00538075  0.00264716  0.000616397  -0.00267502 
266 -7.43756e-05 -3.19771 0.0331658 0.0506019 -0.0176414  0.00468529  -0.00954157  0.0150341  -0.00014202  0.00555128  0.0118738  0.0123544  -0.00504201  -0.00999278 
269 -0.000200485 0.466753 0.00516571 0.0513316 0.00319244  0.00147663  -0.00199853  -7.27989e-06  0.000528778  0.0023378  0.000438655  -0.000598101  -0.000768739  -0.00185263 
272 -6.93225e-06 0.490862 0.0005034 0.0532488 -0.000123505  -0.00017012  -0.000262752  -5.47042e-07  0.000228122  0.000204749  -8.74321e-05  0.000115696  0.000114006  -0.000110403 
273 0.000624112 1.00798 0.0356055 0.0533139 -0.00781982  0.00223649  -0.00637685  -0.00731218  0.0176926  -0.0221609  -0.0127095  -0.00511023  0.0107168  -0.000918484 
277 0.000425106 0.641652 0.015521 0.0471004 0.00207048  -0.00707594  -0.00417651  0.00231  0.00192249  -0.00692285  -0.00479577  0.00243702  -0.00912157  -4.54527e-05 
